state,district,demo_age_5_17,demo_age_17_,total_demo,demo_minor_share,cv_volume,cluster
Gujarat,Banaskantha,8808,65429,74237,0.1186470358446595,2.159336088799873,1
Gujarat,Bharuch,6811,42831,49642,0.13720236896176596,3.275031778624894,1
Gujarat,Bhavnagar,6520,51332,57852,0.11270137592477336,2.76171804279131,1
Gujarat,Botad,1463,6082,7545,0.1939032471835627,3.2916706630180292,3
Gujarat,Chhotaudepur,1857,7774,9631,0.19281486865330502,3.1625170925962864,3
Gujarat,Dahod,4780,31140,35920,0.1330734966592424,3.5755030199820577,2
Gujarat,Devbhumi Dwarka,835,5751,6586,0.12678408745824282,2.3816352189078556,1
Gujarat,Dohad,315,4897,5212,0.06043745203376707,1.7403486920249445,4
Gujarat,Gandhinagar,6320,57021,63341,0.09977739536792898,2.65314369420707,1
Gujarat,Gir Somnath,2323,9743,12066,0.19252444886457656,2.4835446902385123,3
Gujarat,Jamnagar,4166,41553,45719,0.0911218530589031,2.7172922476697563,1
Gujarat,Junagadh,3875,34170,38045,0.1018530687343932,2.707720288688417,1
Gujarat,Kachchh,7573,58471,66044,0.11466598025558701,2.243280919218737,1
Gujarat,Kheda,5909,46628,52537,0.11247311418619237,3.615807753070041,2
Gujarat,Mahesana,6404,43687,50091,0.12784731788145548,2.9279737885555734,1
Gujarat,Mahisagar,918,6589,7507,0.12228586652457543,2.4233129179965593,1
Gujarat,Morbi,3034,16755,19789,0.1533174996210008,3.1856633094251743,1
Gujarat,Narmada,2642,12028,14670,0.18009543285616783,2.8489136785650278,3
Gujarat,Navsari,4795,24517,29312,0.1635848799126632,3.486974879019674,1
Gujarat,Panch Mahals,15,402,417,0.03597122302157411,0.6952057292918372,4
Gujarat,Panchmahals,3200,29270,32470,0.098552510009239,2.1973344137472384,1
Gujarat,Patan,3100,26459,29559,0.10487499577116918,2.356129235158604,1
Gujarat,Porbandar,1801,12822,14623,0.1231621418313607,2.6591131505945618,1
Gujarat,Rajkot,10009,124603,134612,0.07435444091165716,2.467518302569345,0
Gujarat,Sabar Kantha,41,602,643,0.06376360808708184,0.5758466716665602,4
Gujarat,Sabarkantha,5607,38270,43877,0.12778904665314372,2.879815546276485,1
Gujarat,Surat,26746,256874,283620,0.09430223538537476,2.2416646067539414,0
Gujarat,Surendra Nagar,3636,35123,38759,0.09381046982636267,3.3593220204596017,2
Gujarat,Surendranagar,19,894,913,0.020810514786416122,0.686782754267787,4
Gujarat,Tapi,2645,9545,12190,0.21698113207546993,3.236086937746633,3
Gujarat,The Dangs,1477,5104,6581,0.22443397659929762,3.001790236437495,3
Gujarat,Vadodara,10926,88974,99900,0.10936936936936925,2.8970013023821006,1
Gujarat,Valsad,8265,39602,47867,0.17266592851024679,3.159328600217996,1
Haryana,Ambala,3958,29284,33242,0.11906624150171434,2.1029071977022573,1
Haryana,Bhiwani,4004,30276,34280,0.11680280046674411,1.985914677057307,1
Haryana,Charkhi Dadri,1698,10397,12095,0.14038859032658008,2.1906571868513462,1
Haryana,Faridabad,13008,113225,126233,0.10304753907456837,2.325265691053745,0
Haryana,Fatehabad,4592,37378,41970,0.10941148439361423,2.962215220103299,1
Haryana,Gurgaon,11527,93566,105093,0.10968380386895406,2.4267024689913526,1
Haryana,Hisar,6266,55220,61486,0.10190937774452705,2.4056833828622004,1
Haryana,Jhajjar,3201,28499,31700,0.10097791798107224,2.574418345986913,1
Haryana,Jind,4847,39090,43937,0.1103170448596852,2.686740647474446,1
Haryana,Kaithal,4397,34820,39217,0.11211974398857609,3.15118498411159,2
Haryana,Karnal,5568,39610,45178,0.12324582761521066,2.7503527291681786,1
Haryana,Kurukshetra,3517,25192,28709,0.12250513776167711,2.623760356831474,1
Haryana,Mahendragarh,3104,25430,28534,0.1087825050816566,2.446448160587986,1
Haryana,Mewat,5993,59665,65658,0.09127600597033096,2.581532373830458,1
Haryana,Palwal,6310,58339,64649,0.09760398459372906,2.761858583853814,1
Haryana,Panchkula,5387,29001,34388,0.15665348377340887,2.623946018378664,1
Haryana,Panipat,5107,40603,45710,0.11172609932181117,2.259173556936915,1
Haryana,Rewari,5201,37840,43041,0.12083827048628024,2.478250132186275,1
Haryana,Rohtak,3747,22379,26126,0.14342034754650484,2.279477949688433,1
Haryana,Sirsa,4906,50018,54924,0.08932342873789219,2.3606144756707272,0
Haryana,Sonipat,6437,50391,56828,0.11327162666291245,2.6871154885375788,1
Haryana,Yamuna Nagar,6117,46202,52319,0.11691737227393467,2.6085352298593527,1
Haryana,Yamunanagar,27,401,428,0.06308411214951798,0.6706053042270512,4
Himachal Pradesh,Bilaspur,932,5828,6760,0.13786982248520507,1.5569580243917922,1
Himachal Pradesh,Chamba,3354,16304,19658,0.17061756028080086,2.383593118991808,1
Himachal Pradesh,Hamirpur,883,6437,7320,0.1206284153005448,1.2151335176185722,4
Himachal Pradesh,Kangra,3693,30434,34127,0.10821343804026105,2.411535541672853,1
Himachal Pradesh,Kinnaur,141,1028,1169,0.12061591103506239,0.6741986114495603,4
Himachal Pradesh,Kullu,1211,8391,9602,0.12611955842532674,1.689610511489387,1
Himachal Pradesh,Lahul & Spiti,6,271,277,0.021660649819486767,0.6529938768933946,4
Himachal Pradesh,Lahul And Spiti,70,163,233,0.3004291845492273,0.966871671443892,3
Himachal Pradesh,Mandi,2289,14016,16305,0.14038638454461735,2.3670749950579073,1
Himachal Pradesh,Shimla,1841,13901,15742,0.11694829119552715,1.9251371769122985,1
Himachal Pradesh,Sirmaur,2634,16784,19418,0.13564733752188624,2.8278943975045285,1
Himachal Pradesh,Solan,1260,7723,8983,0.14026494489591293,1.9185610778982527,1
Himachal Pradesh,Una,1095,8466,9561,0.11452776906181242,1.3299176121180638,0
Jammu And Kashmir,Anantnag,5246,30320,35566,0.1475004217511102,2.682164121551754,1
Jammu And Kashmir,Badgam,892,11227,12119,0.07360343262645372,3.305925679039394,2
Jammu And Kashmir,Bandipore,2518,13294,15812,0.1592461421705024,2.791567797995755,1
Jammu And Kashmir,Baramula,5160,31635,36795,0.1402364451691802,2.3960793291359357,1
Jammu And Kashmir,Budgam,4793,12884,17677,0.2711432935452833,3.5300038574956445,3
Jammu And Kashmir,Doda,1109,10268,11377,0.09747736661685771,2.2200387031757267,1
Jammu And Kashmir,Ganderbal,1034,6495,7529,0.13733563554256692,2.310807382070972,1
Jammu And Kashmir,Jammu,2486,32630,35116,0.07079394008429185,2.747284479918174,2
Jammu And Kashmir,Kargil,508,1548,2056,0.24708171206224477,2.0026764087275417,3
Jammu And Kashmir,Kathua,1775,18703,20478,0.0866783865611872,2.589390754348369,1
Jammu And Kashmir,Kishtwar,967,4901,5868,0.16479209270620032,2.812909399263239,3
Jammu And Kashmir,Kulgam,2267,10078,12345,0.18363710004050074,3.3206180406251904,3
Jammu And Kashmir,Kupwara,6299,35711,42010,0.14994049035943788,2.848256614677434,1
Jammu And Kashmir,Leh,291,1136,1427,0.20392431674840897,2.364774698721618,3
Jammu And Kashmir,Pulwama,3397,18055,21452,0.158353533470072,2.452527449503231,1
Jammu And Kashmir,Punch,4032,19388,23420,0.17216054654141688,3.175005000659549,1
Jammu And Kashmir,Rajouri,2395,13413,15808,0.15150556680161847,2.587353420065476,1
Jammu And Kashmir,Ramban,1857,5897,7754,0.23948929584730153,2.726038686164015,3
