state,district,intensity_std,intensity_mean,observation_count,cv,trend_score
Arunachal Pradesh,East Siang,4.707651025377189,1.270202664399093,168,3.706220398777295,-0.012833256021467511
Arunachal Pradesh,Kamle,1.581645231651096,0.5385944700460829,62,2.936616173418506,-0.0020082596761602585
Arunachal Pradesh,Kra Daadi,3.9110868817400415,1.5041284403669724,109,2.600234645377643,-0.02750146727210946
Arunachal Pradesh,Kurung Kumey,6.584801531162767,2.7898475398475395,111,2.3602728956015335,-0.05555846180846182
Arunachal Pradesh,Leparada,0.3429971702850177,0.058823529411764705,34,5.830951894845301,0.005194805194805195
Arunachal Pradesh,Lohit,1.229833316039783,0.24313725490196078,187,5.058185412744269,-0.00019593162029271717
Arunachal Pradesh,Longding,0.9291295133462432,0.17771038114973137,183,5.228335606142206,0.00017841256257440058
Arunachal Pradesh,Lower Dibang Valley,7.54893578281935,3.9224043715846992,122,1.9245684706825594,-0.015463456490681949
Arunachal Pradesh,Lower Siang,0.9911106272672562,0.21074380165289255,121,4.702917094091687,-0.00013548299688389076
Arunachal Pradesh,Lower Subansiri,2.636555032031321,0.6975308641975309,162,3.779839957425434,-0.008280162187870902
Arunachal Pradesh,Namsai,2.0643153941438874,0.5306963645673324,186,3.889823884184487,-0.003933277519615278
Arunachal Pradesh,Pakke Kessang,0.6672713531099517,0.10344827586206896,58,6.450289746729533,-0.0049832354117321405
Arunachal Pradesh,Papum Pare,0.8594825786118973,0.13133718133718134,231,6.544091854730395,-0.00014096306824942561
Arunachal Pradesh,Shi-Yomi,4.831211065673397,1.261654135338346,95,3.829267412005732,0.006739921612541999
Arunachal Pradesh,Siang,1.1111627726797426,0.24835526315789475,152,4.474085866154195,-0.0034193269500201635
Arunachal Pradesh,Tawang,3.272713133768584,0.5214575926866429,179,6.276086837487551,-0.0026641564727686116
Arunachal Pradesh,Tirap,0.4094182290393225,0.06169429097605893,181,6.6362417423388695,-3.6090367582080214e-05
Arunachal Pradesh,Upper Siang,2.3849532786257983,0.5924731182795698,155,4.025420234341184,-0.0036291665323923395
Arunachal Pradesh,Upper Subansiri,9.391359495871978,4.792483660130719,119,1.9596017768406582,-0.0438806596084762
Arunachal Pradesh,West Kameng,0.8506171566712294,0.1730777632153779,218,4.914653048830552,0.0008162330392879508
Arunachal Pradesh,West Siang,1.9520713594991403,0.41213040042633736,194,4.736538138122733,-0.002896373796746762
Assam,Bajali,0.34799311515816644,0.05263157894736842,114,6.611869188005163,-0.00015390534821085034
Assam,Baksa,0.1537443524897581,0.016392156862745096,255,9.379141120786679,7.917438628994901e-05
Assam,Barpeta,0.9904350555101873,0.12289013742277542,253,8.059516217341526,0.001157095821896971
Assam,Biswanath,0.47887159566904275,0.06568787043993655,242,7.290106871510041,-4.656070018610304e-05
Assam,Bongaigaon,1.0021671207453424,0.14515081343841363,249,6.904316255661593,-0.0007626660267892911
Assam,Cachar,0.20387064535636473,0.01807965808186876,255,11.27624451929304,-0.00033400416546076894
Assam,Charaideo,0.35548297800924017,0.04867120627888533,239,7.303763460727224,-0.00013213387742495498
Assam,Chirang,0.6592733478646811,0.11060635459992077,240,5.960537712768569,0.001113843662241632
Assam,Darrang,0.6177367156321748,0.12100748403672718,239,5.104946363852045,-0.0003445272320922425
Assam,Dhemaji,0.4507511233756394,0.08090994470281351,243,5.571022511896059,-0.00035641434350624476
Assam,Dhubri,0.4088876240178941,0.057708918787180194,251,7.085345430327606,-0.0006076938534027355
Assam,Dibrugarh,0.22189307701283836,0.032534189195854886,244,6.820304501121832,-9.8463322123688e-05
Assam,Dima Hasao,0.2947788779654792,0.05555555555555555,105,5.306019803378626,0.000642753472942152
Assam,Goalpara,0.4125858721213288,0.04655178800799511,248,8.862943611327424,-0.00024717411511801794
Assam,Golaghat,0.7031011480093632,0.07292279051538311,243,9.641720277572805,-0.0006003346374268712
Assam,Hailakandi,0.6212735584151846,0.11963894402503233,242,5.19290406211872,-0.0008519725051060432
Assam,Hojai,0.8623277347364362,0.17466302036544754,238,4.937093913366364,-0.0009293473190814656
Assam,Jorhat,0.15420428560910915,0.01902292781317411,255,8.106233021728482,-0.0002924197716491688
Assam,Kamrup,0.32491799867760557,0.03257439913120252,256,9.974642889617312,-0.00013710334061689444
Assam,Kamrup Metro,0.20924814796608995,0.017032320205479453,256,12.285357804556359,2.048847029350616e-05
Assam,Karbi Anglong,0.724055189777596,0.08756276200542513,247,8.268985276329401,0.00025553178042650904
Assam,Karimganj,0.31024184800605253,0.05438458875857347,248,5.704591228652885,0.0002254182312104235
Assam,Kokrajhar,0.36253113093308503,0.05082888115650511,251,7.1323846341773764,-0.0004999005467490721
Assam,Lakhimpur,0.7310420509280354,0.12256258918740114,246,5.964642683994335,-0.00010233537988007465
Assam,Majuli,1.0849341853162786,0.2245878383559543,207,4.8307788759102,0.0020246605910388105
Assam,Marigaon,1.0396229140607391,0.19479861021749936,245,5.336911351163976,0.0009659244575790826
Assam,Nagaon,0.08954749523610357,0.005585819282317337,257,16.03121954188139,5.784732905016136e-05
Assam,Nalbari,0.2627221449866331,0.028457484436898696,248,9.232093074466587,9.176726702939136e-05
Assam,North Cachar Hills,0.3360880243184584,0.06326336191042073,225,5.3125223536863295,-2.14225472972775e-05
Assam,Sibsagar,0.1636453527532721,0.020240540966512618,246,8.085028607882494,0.00013058940730226515
Assam,Sivasagar,0.0,0.0,2,0.0,0.0
Assam,Sonitpur,0.1295340555192683,0.013486685451240103,255,9.604587872059968,0.0001271440876979097
Assam,South Salmara Mankachar,3.1038879195097104,0.7941833192109669,202,3.908276394665995,-0.003911550792972263
Assam,Sribhumi,0.1835998915789261,0.03333333333333333,214,5.507996747367783,3.6693390801958695e-05
Assam,Tamulpur District,0.18988078685829005,0.040570175438596486,152,4.680304800398933,-0.0005812072708716344
Assam,Tinsukia,0.20023688188875693,0.02182909090909091,250,9.172937284592397,-5.890200425024982e-05
Assam,Udalguri,0.1946843521129185,0.02209702331922328,245,8.810433391883743,-0.00019079505998022495
Assam,West Karbi Anglong,2.383688448737828,0.44433968009155983,210,5.364563543473429,-0.0011526667928898249
Balanagar,Idpl Colony,,0.0,1,0.0,0.0
Bihar,Araria,0.9509203132013043,0.15543451440963083,246,6.117819564162287,5.645708430326857e-06
Bihar,Arwal,0.9728647961027226,0.15707114380907178,239,6.193784373820381,9.866729473042699e-05
Bihar,Aurangabad,1.0353666733952394,0.12415812581957732,250,8.33909715180303,-0.0008232944043774148
Bihar,Aurangabad(Bh),0.3072896652900102,0.06443202979515829,179,4.7692066549345515,0.000557543294345755
Bihar,Banka,0.33698903598659363,0.039372546462351186,248,8.558985035647346,-0.00043216969685656425
Bihar,Begusarai,0.5183384345959192,0.06007522750167574,248,8.628155999600013,0.00012668464896132113
Bihar,Bhabua,0.40652588919190186,0.10919540229885058,87,3.7229213010205746,-0.003225924035867901
Bihar,Bhagalpur,0.3304743405645975,0.03311151305900055,254,9.98064751603872,-0.0004207955349279113
Bihar,Bhojpur,0.5519644192230353,0.051608427747962635,250,10.695238032025213,0.0004453651890511348
Bihar,Buxar,0.19868047521461935,0.012565656565656566,250,15.811388300841893,-5.1871860252794406e-05
Bihar,Darbhanga,0.6101143596624038,0.06591139488737399,254,9.25658394432307,0.00011861340569762812
Bihar,East Champaran,0.9159115813900134,0.1332158976450185,251,6.875392483790865,-0.00017553081970563252
Bihar,Gaya,0.3014853678715042,0.01876965915536534,258,16.062378404209014,-0.0003975965537771002
Bihar,Gopalganj,0.8412486119409246,0.09758004934133965,250,8.621112795282537,-0.0006869623485823282
Bihar,Jamui,1.1043350180628722,0.20575262306376113,239,5.367294966250065,3.669814187551714e-05
Bihar,Jehanabad,1.0978701215772233,0.1484306374188891,247,7.396519617974165,-0.0013902682397562546
Bihar,Kaimur (Bhabua),1.6522971076256117,0.3962057831251193,238,4.170300328765839,-0.0015304568985337508
Bihar,Katihar,0.3477519158043639,0.030615149476943018,254,11.358818158515408,-0.0006162951464894709
Bihar,Khagaria,0.4171164061243318,0.04214515569112192,250,9.897137625527847,-0.0003884610725111017
Bihar,Kishanganj,3.189374757208401,0.7707239872326855,227,4.138154267988953,-0.007724067807371909
Bihar,Lakhisarai,2.133362120697702,0.41811993001350717,232,5.10227321770762,-0.004114583556417966
Bihar,Madhepura,0.18981406472308313,0.022000615530205467,246,8.62767064232727,-9.898437577386928e-05
Bihar,Madhubani,0.49899380237121604,0.04893416259524798,252,10.197248218970719,-2.726445770717647e-05
Bihar,Monghyr,0.7301507277947573,0.21544715447154472,123,3.389001491273779,-0.0037436638247926647
Bihar,Munger,0.9343687865780068,0.20352488797872542,234,4.590931339442265,-0.0013680078499717465
Bihar,Muzaffarpur,0.486865852609791,0.039076741985008476,254,12.459223258596476,-0.00028175082546522633
Bihar,Nalanda,1.1184099048499458,0.1440646463904663,248,7.763250269040041,-0.0010249471851625064
Bihar,Nawada,0.7060463033568313,0.0741742043711665,246,9.518758028381232,-0.0003391950430535913
Bihar,Pashchim Champaran,0.49702516510146627,0.12271880819366854,179,4.050114016077198,-0.0011458442310240686
Bihar,Patna,0.0,0.0,258,0.0,0.0
Bihar,Purba Champaran,0.30919667533485623,0.0673758865248227,188,4.589129602338392,-4.587263661105926e-05
Bihar,Purbi Champaran,0.0,0.0,4,0.0,0.0
Bihar,Purnea,0.9622212299728399,0.16945554445554445,208,5.67831069242631,0.0006066189548611018
Bihar,Purnia,0.6409810986117966,0.09381644800006132,249,6.832289137736036,-0.000908629614604119
Bihar,Rohtas,0.20154994762579617,0.019904172417759373,252,10.126014957846953,-7.464334415912376e-06
Bihar,Saharsa,0.6008084618267856,0.09612098312767199,243,6.250544285723401,-3.789908742868621e-05
Bihar,Samastipur,0.6935171142218333,0.08204409808756362,249,8.452979926498305,0.0002884540760543545
Bihar,Samstipur,0.2729193283101103,0.05233739837398374,164,5.214613962274728,-0.00043178304064133766
Bihar,Saran,0.09462826140767218,0.005949227822827106,253,15.90597372058687,2.7883519979504618e-05
Bihar,Sheikhpura,1.4446606651881422,0.34479421721330505,223,4.189921388079461,-0.0003671530665663448
Bihar,Sheikpura,1.124873957199962,0.33490566037735847,106,3.3587785764280556,-0.0024964103080837375
Bihar,Sheohar,2.342735698456452,0.4882416584019477,218,4.798311774796942,-0.0003100874964888805
Bihar,Sitamarhi,0.6153380046658256,0.09846703289574746,256,6.249177887967013,-0.00013475535660743915
Bihar,Siwan,0.0,0.0,256,0.0,0.0
Bihar,Supaul,0.8587548504461661,0.10732289676112182,251,8.00159962470612,-0.00031988740876606465
Bihar,Vaishali,0.60512856961791,0.08732930215777779,249,6.929272932063794,0.0007259827935455511
Bihar,West Champaran,1.707730190568078,0.2710189796828771,241,6.301146113701394,-0.0030413463898710863
Chandigarh,Chandigarh,0.8729594599195779,0.08109976136429776,249,10.76402008136953,-0.0010450582132175278
Chandigarh,Mohali,0.0,0.0,9,0.0,0.0
Chandigarh,Rupnagar,0.18569533817705186,0.034482758620689655,29,5.385164807134504,0.002463054187192119
Chhatisgarh,Raipur,0.0,0.0,7,0.0,0.0
Chhattisgarh,Balod,1.8518918913504325,0.2550486768003186,238,7.260935106910224,0.0011537290713507884
Chhattisgarh,Baloda Bazar,1.6860291378738963,0.23046062563207056,247,7.315909749223865,-0.0010430851119029188
Chhattisgarh,Balrampur,3.229492506041137,0.8757121710655784,222,3.687847003555343,0.0028717571847022786
Chhattisgarh,Bastar,1.6525485368297874,0.274740455942114,233,6.014944290468705,-0.0012641701822575758
Chhattisgarh,Bemetara,3.598704404542354,0.7510923722881033,231,4.7912940369496475,-0.000983431988577175
Chhattisgarh,Bijapur,1.1801947041962657,0.28673953216474063,220,4.115912079811192,-0.0008495183564025986
Chhattisgarh,Bilaspur,0.5208262267640335,0.05704645048203331,252,9.129862109967155,-0.0004838552142215595
Chhattisgarh,Dakshin Bastar Dantewada,0.8164672967886092,0.14434451263320994,220,5.656379185423646,0.0010858094500594026
Chhattisgarh,Dantewada,2.5759038404591776,0.34129598471703737,209,7.547419119491884,-0.003930267727260211
Chhattisgarh,Dhamtari,0.5074310438668311,0.04561347743165925,242,11.124585811881888,0.0005927891631399743
Chhattisgarh,Durg,0.8327181625824074,0.07339081465919702,256,11.346353987883615,-0.0009864956320515554
Chhattisgarh,Gariyaband,0.2538397090740767,0.021599588292166138,241,11.752062383806674,-0.00022559205379251348
Chhattisgarh,Gaurela-Pendra-Marwahi,1.4336465667858607,0.35009416195856874,177,4.095031344611576,-0.00310597404246233
Chhattisgarh,Gaurella Pendra Marwahi,0.0,0.0,2,0.0,0.0
Chhattisgarh,Janjgir - Champa,0.9005875291915633,0.21218487394957983,119,4.24435310787311,-0.005508474576271188
Chhattisgarh,Janjgir Champa,0.30861576046938993,0.06870229007633588,131,4.492073846832231,-0.0016922009288421517
Chhattisgarh,Janjgir-Champa,1.0754635012490712,0.13198570940088875,253,8.14833292279012,-0.0004775840931690279
Chhattisgarh,Jashpur,2.0730739969306455,0.19628798431615332,245,10.561390215264664,-0.00020464489081468862
Chhattisgarh,Kabeerdham,9.17281161447482,2.78522485837482,201,3.2933827898646433,0.027677297552744513
Chhattisgarh,Kanker,0.6208909133895782,0.0849984677735874,242,7.304730657539161,0.0009481020096750087
Chhattisgarh,Kawardha,6.582484856332933,1.9768793576858565,203,3.3297352368727333,-0.010631623947396559
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2.0927788739335096,0.3853002553002553,180,5.431553301989528,-0.0051856627516370084
Chhattisgarh,Kondagaon,2.5015650149652027,0.4771340652031337,221,5.242897536356357,0.001076072857834783
Chhattisgarh,Korba,0.21091092519674493,0.013392857142857144,248,15.74801574802362,0.0003096538844795028
Chhattisgarh,Koriya,1.9645133829781078,0.1784611503464262,238,11.008073068926334,-0.00044832964275519333
Chhattisgarh,Mahasamund,3.9139531833366665,1.2131916047482096,215,3.2261624363523214,0.0015178734072078428
Chhattisgarh,Manendragarhchirmiribharatpur,0.0,0.0,3,0.0,0.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,0.38670713730323647,0.06966873706004141,207,5.550655195169783,-0.0003998791883975501
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0.3697813701881988,0.09615384615384616,78,3.8457262499572673,-0.0005247916640321713
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,3.5086501153439777,0.6802419526300123,201,5.157944319338907,-0.005711601929423715
Chhattisgarh,Mungeli,2.4886318051627403,0.4830914590281847,229,5.151471338717143,-0.003406171245550145
Chhattisgarh,Narayanpur,8.261331756617457,4.191937475256941,140,1.9707669318495946,-0.012435836923663728
Chhattisgarh,Raigarh,0.616966175137208,0.048582995951417005,247,12.699220438240864,-0.0002463339247471092
Chhattisgarh,Raipur,0.48372624082371674,0.06032919385613058,255,8.018112126233245,-0.00013571949580265
Chhattisgarh,Rajnandgaon,2.7808564943764353,0.6042824112720339,229,4.601915333796732,-0.005794207454784392
Chhattisgarh,Sakti,0.8758257749138122,0.18159974396998618,221,4.8228359565229555,-0.0011788580041175187
Chhattisgarh,Sarangarh-Bilaigarh,1.0964677897436268,0.0866745283018868,212,12.650403887110143,0.001977426123404111
Chhattisgarh,Sukma,5.126016464560053,1.5261136819212888,191,3.358869345897414,-0.0020037239277499066
Chhattisgarh,Surajpur,2.9207466696777638,0.5863674901206559,228,4.981085614205464,-0.005160351115032196
Chhattisgarh,Surguja,2.5811521573297993,0.3584625157898564,242,7.200619433366259,0.0013291565001296221
Chhattisgarh,Uttar Bastar Kanker,0.1492347393426898,0.01290097629009763,239,11.567708984725252,3.8749809547249865e-05
Dadra And Nagar Haveli,Dadra & Nagar Haveli,1.423880369577791,0.4016393442622951,122,3.545171532418174,-0.006420572266960975
Dadra And Nagar Haveli,Dadra And Nagar Haveli,3.1904273745432263,0.6559781578208836,212,4.863618302691078,-0.005739151092822593
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,3.5205041727714086,0.8032738095238094,168,4.3826950798488085,-0.011049519726396747
Dadra And Nagar Haveli And Daman And Diu,Daman,1.888997417745928,0.5428921568627451,136,3.479507658872861,-0.0030886726142200604
Dadra And Nagar Haveli And Daman And Diu,Diu,0.5904627616159496,0.17916666666666667,80,3.295606111344835,-0.0020120331301765886
Daman And Diu,Daman,0.8550123534129476,0.12932604735883424,183,6.611292704559271,-0.0009046548604638409
Daman And Diu,Diu,0.35444004625670933,0.057438794726930316,177,6.170743100403694,-4.075702752145332e-05
Darbhanga,Near University Thana,,0.0,1,0.0,0.0
Delhi,Central Delhi,1.3302083872652746,0.2626481692921351,239,5.064601785918891,-0.0017757446660109867
Delhi,East Delhi,2.209352096396809,0.556960208914062,233,3.9668042007965214,-0.0027834099894742917
Delhi,Najafgarh,1.7441696426053237,0.7156862745098039,102,2.437058952681411,-0.012496395270595014
Delhi,New Delhi,1.2855601192198647,0.3255284552845529,205,3.949148218382701,-0.002036954492903012
Delhi,North Delhi,4.663415064037309,1.983299104432433,182,2.3513422930586425,-0.008938495331901681
Delhi,North East,4.352679345658163,2.1182509124893736,174,2.054845967488754,-0.002891358386851649
Delhi,North East   *,,0.0,1,0.0,0.0
Delhi,North East Delhi,2.909517313677158,1.1699603393100233,216,2.4868512341136517,-0.0025954129639723716
Delhi,North West Delhi,1.6422735694745867,0.4163095504742808,243,3.944837603662049,-0.0013861140252041549
Delhi,Shahdara,2.876059806167006,0.8107741603238366,209,3.547300773643625,-0.00013949211252295407
Delhi,South Delhi,0.9482468175501333,0.16626334490026504,249,5.703282453020237,0.0002913131217247875
Delhi,South East Delhi,4.915371132821343,1.8438438438438438,111,2.6658283179633666,0.011146454896454905
Delhi,South West Delhi,0.33398596986917756,0.0293208973955277,257,11.39071445746815,-3.2384949721484134e-05
Delhi,West Delhi,1.584798773276593,0.39100740495444203,239,4.053117033579568,-0.00031698613694167827
Goa,Bardez,0.0,0.0,43,0.0,0.0
Goa,Bicholim,0.0,0.0,2,0.0,0.0
Goa,North Goa,0.06324555320336758,0.004,250,15.811388300841895,-2.2656362501800067e-05
Goa,South Goa,0.12856486930664499,0.008264462809917356,242,15.556349186104043,-4.318299301324584e-05
Goa,Tiswadi,0.0,0.0,4,0.0,0.0
Gujarat,Ahmadabad,0.0,0.0,244,0.0,0.0
Gujarat,Ahmedabad,0.41816918552633936,0.02922450434810407,261,14.308854670223617,0.00020599183746998457
Gujarat,Amreli,0.0,0.0,251,0.0,0.0
Gujarat,Anand,0.0,0.0,252,0.0,0.0
Gujarat,Arvalli,0.20781323700630738,0.02723845768548198,235,7.629405431316738,0.00014324646732924467
Gujarat,Banas Kantha,0.6507924363629749,0.16074074074074074,180,4.0487087054839455,-0.0007256396802370442
Gujarat,Banaskantha,0.6281894357920452,0.09137174822583496,241,6.875094851413025,0.0005024981073349443
Gujarat,Bharuch,0.6077262721709487,0.04492356083754168,247,13.528007594248505,-0.0008350288152411719
Gujarat,Bhavnagar,0.18727834824159234,0.01502431681333951,254,12.465015918415348,0.00023881204743686073
Gujarat,Botad,0.37422421697765496,0.04663258634626455,231,8.024950925923322,-0.00013810275554392652
Gujarat,Chhotaudepur,0.7382741696772457,0.1225674455531104,238,6.023411570222697,-0.00012236590435352933
Gujarat,Dahod,1.347867654817086,0.31538204368292044,234,4.273761559400029,-0.0011171314784528088
Gujarat,Dang,0.0,0.0,2,0.0,0.0
Gujarat,Devbhumi Dwarka,0.4002217192864536,0.06404644887447287,228,6.248929118160223,0.0001245035916176539
Gujarat,Dohad,0.2733655963520371,0.050080296187244654,231,5.458545918537574,9.302019276321019e-05
Gujarat,Gandhinagar,0.4247591529590035,0.03518069856652534,254,12.073641805486051,-0.0004142309013726939
Gujarat,Gir Somnath,0.4058998238831205,0.05745823096719495,243,7.064258976487875,-0.0003881512134260248
Gujarat,Jamnagar,0.27626807358599553,0.02787537982483372,254,9.910827236150261,0.0001637004806814215
Gujarat,Junagadh,0.19261190299180922,0.01563731397163878,246,12.317454477229738,1.1442282405922211e-05
Gujarat,Kachchh,0.541192848792832,0.0588328995684116,257,9.198813126038885,-0.0009791642584785476
Gujarat,Kheda,0.2909292793518898,0.021765591397849463,250,13.366477116750197,-0.0003088101022519588
Gujarat,Mahesana,0.19060373714880408,0.015693673695893452,255,12.145259347317714,6.432321480070264e-05
Gujarat,Mahisagar,0.40883038513493186,0.0546536667540744,237,7.480383465844107,0.00013260382656378315
Gujarat,Morbi,0.5253702741616626,0.08349163278623124,236,6.292490117025264,1.2953715532214323e-05
Gujarat,Narmada,0.6059390411964597,0.10043688767372977,228,6.033032835155732,0.00028008006297973556
Gujarat,Navsari,0.0,0.0,244,0.0,0.0
Gujarat,Panch Mahals,0.4359922353722249,0.1133130081300813,164,3.847680355213178,-0.0011731485134148607
Gujarat,Panchmahals,0.38430111164685055,0.05211982061436558,248,7.37341585440774,-0.0003690302713637613
Gujarat,Patan,0.3388843108055456,0.036450478129280164,251,9.297115653836226,-0.0001810247550376687
Gujarat,Porbandar,0.48583725993471183,0.07207121056823303,233,6.741072560100098,-0.0006541025858927271
Gujarat,Rajkot,0.4418785079293525,0.05236553989182279,257,8.438345309571698,-1.2600036072281216e-05
Gujarat,Sabar Kantha,0.36322062703218155,0.08295540438397582,189,4.378504688506388,0.00046652853003836857
Gujarat,Sabarkantha,0.15225538329121818,0.012646027351287859,250,12.039779692213985,0.00018743952357302664
Gujarat,Surat,0.45016170680820183,0.040020110608345906,260,11.24838737238082,0.00044844345047184817
Gujarat,Surendra Nagar,0.32673643307570455,0.031531671091579,246,10.36216672839025,0.00044821091718162047
Gujarat,Surendranagar,0.39274735334435323,0.08138297872340426,188,4.825915191420811,-0.0005366556680699351
Gujarat,Tapi,0.16414643759666717,0.02290674603174603,240,7.165855742634929,5.402809572586823e-05
Gujarat,The Dangs,1.502491765396683,0.3407069305447141,205,4.409924280068313,-0.0008990776801860487
Gujarat,Vadodara,0.0,0.0,259,0.0,0.0
Gujarat,Valsad,0.14845145455220599,0.0117599791512835,253,12.623445385615653,-8.38709879155909e-05
Haryana,Akhera,,0.0,1,0.0,0.0
Haryana,Ambala,0.9703896310041005,0.11204488764146774,245,8.660722068009465,0.0014429735549175806
Haryana,Bhiwani,0.5572347357604116,0.06262908540526904,246,8.897379422908369,0.0010145151666379494
